mode: set
claude-squad/main.go:28.55,45.18 6 0
claude-squad/ui/overlay/sessionSetup.go:182.2,182.31 1 0
claude-squad/ui/overlay/sessionSetup.go:182.31,184.3 1 0
claude-squad/ui/overlay/sessionSetup.go:186.2,186.27 1 0
claude-squad/ui/overlay/sessionSetup.go:186.27,188.3 1 0
claude-squad/ui/overlay/sessionSetup.go:190.2,190.25 1 0
claude-squad/ui/overlay/sessionSetup.go:190.25,192.3 1 0
claude-squad/ui/overlay/sessionSetup.go:194.2,194.31 1 0
claude-squad/ui/overlay/sessionSetup.go:194.31,196.3 1 0
claude-squad/ui/overlay/sessionSetup.go:198.2,198.29 1 0
claude-squad/ui/overlay/sessionSetup.go:198.29,200.3 1 0
claude-squad/ui/overlay/sessionSetup.go:204.85,206.2 1 0
claude-squad/ui/overlay/sessionSetup.go:209.60,211.2 1 0
claude-squad/ui/overlay/sessionSetup.go:214.39,218.16 2 0
claude-squad/ui/overlay/sessionSetup.go:219.18,221.8 1 0
claude-squad/ui/overlay/sessionSetup.go:222.20,223.29 1 0
claude-squad/ui/overlay/sessionSetup.go:223.30,225.4 0 0
claude-squad/ui/overlay/sessionSetup.go:226.3,226.8 1 0
claude-squad/ui/overlay/sessionSetup.go:227.22,228.28 1 0
claude-squad/ui/overlay/sessionSetup.go:228.28,230.4 1 0
claude-squad/ui/overlay/sessionSetup.go:231.21,232.26 1 0
claude-squad/ui/overlay/sessionSetup.go:232.26,234.4 1 0
claude-squad/ui/overlay/sessionSetup.go:235.20,236.32 1 0
claude-squad/ui/overlay/sessionSetup.go:236.32,238.4 1 0
claude-squad/ui/overlay/sessionSetup.go:239.18,240.30 1 0
claude-squad/ui/overlay/sessionSetup.go:240.30,242.4 1 0
claude-squad/ui/overlay/sessionSetup.go:247.38,253.31 2 0
claude-squad/ui/overlay/sessionSetup.go:253.31,255.3 1 0
claude-squad/ui/overlay/sessionSetup.go:257.2,257.27 1 0
claude-squad/ui/overlay/sessionSetup.go:257.27,259.3 1 0
claude-squad/ui/overlay/sessionSetup.go:261.2,261.25 1 0
claude-squad/ui/overlay/sessionSetup.go:261.25,263.3 1 0
claude-squad/ui/overlay/sessionSetup.go:265.2,265.31 1 0
claude-squad/ui/overlay/sessionSetup.go:265.31,267.3 1 0
claude-squad/ui/overlay/sessionSetup.go:269.2,269.29 1 0
claude-squad/ui/overlay/sessionSetup.go:269.29,271.3 1 0
claude-squad/ui/overlay/sessionSetup.go:275.42,279.16 2 0
claude-squad/ui/overlay/sessionSetup.go:280.18,283.26 2 0
claude-squad/ui/overlay/sessionSetup.go:283.26,287.4 3 0
claude-squad/ui/overlay/sessionSetup.go:289.3,290.22 2 0
claude-squad/ui/overlay/sessionSetup.go:290.22,292.4 1 0
claude-squad/ui/overlay/sessionSetup.go:295.3,295.24 1 0
claude-squad/ui/overlay/sessionSetup.go:297.20,298.36 1 0
claude-squad/ui/overlay/sessionSetup.go:298.36,301.18 2 0
claude-squad/ui/overlay/sessionSetup.go:301.18,304.5 2 0
claude-squad/ui/overlay/sessionSetup.go:305.4,307.24 2 0
claude-squad/ui/overlay/sessionSetup.go:308.9,308.45 1 0
claude-squad/ui/overlay/sessionSetup.go:308.45,312.4 2 0
claude-squad/ui/overlay/sessionSetup.go:312.9,316.4 2 0
claude-squad/ui/overlay/sessionSetup.go:318.20,321.23 2 0
claude-squad/ui/overlay/sessionSetup.go:323.22,325.23 1 0
claude-squad/ui/overlay/sessionSetup.go:325.23,328.4 2 0
claude-squad/ui/overlay/sessionSetup.go:329.3,330.27 2 0
claude-squad/ui/overlay/sessionSetup.go:332.21,334.22 1 0
claude-squad/ui/overlay/sessionSetup.go:336.20,338.31 1 0
claude-squad/ui/overlay/sessionSetup.go:338.31,341.4 2 0
claude-squad/ui/overlay/sessionSetup.go:342.3,342.23 1 0
claude-squad/ui/overlay/sessionSetup.go:344.18,345.30 1 0
claude-squad/ui/overlay/sessionSetup.go:345.30,348.4 1 0
claude-squad/ui/overlay/sessionSetup.go:348.9,351.4 1 0
claude-squad/ui/overlay/sessionSetup.go:353.19,355.26 1 0
claude-squad/ui/overlay/sessionSetup.go:355.26,359.18 3 0
claude-squad/ui/overlay/sessionSetup.go:359.18,361.5 1 0
claude-squad/ui/overlay/sessionSetup.go:363.4,364.30 2 0
claude-squad/ui/overlay/sessionSetup.go:364.30,366.19 2 0
claude-squad/ui/overlay/sessionSetup.go:366.19,368.6 1 0
claude-squad/ui/overlay/sessionSetup.go:371.4,381.26 2 0
claude-squad/ui/overlay/sessionSetup.go:386.2,386.14 1 0
claude-squad/ui/overlay/sessionSetup.go:390.42,391.16 1 0
claude-squad/ui/overlay/sessionSetup.go:392.18,394.24 1 0
claude-squad/ui/overlay/sessionSetup.go:394.24,396.4 1 0
claude-squad/ui/overlay/sessionSetup.go:398.20,399.22 1 0
claude-squad/ui/overlay/sessionSetup.go:401.20,402.24 1 0
claude-squad/ui/overlay/sessionSetup.go:404.22,405.24 1 0
claude-squad/ui/overlay/sessionSetup.go:407.21,409.28 2 0
claude-squad/ui/overlay/sessionSetup.go:409.28,411.4 1 0
claude-squad/ui/overlay/sessionSetup.go:413.20,414.24 1 0
claude-squad/ui/overlay/sessionSetup.go:416.18,418.38 1 0
claude-squad/ui/overlay/sessionSetup.go:418.38,420.27 2 0
claude-squad/ui/overlay/sessionSetup.go:420.27,422.5 1 0
claude-squad/ui/overlay/sessionSetup.go:423.9,425.4 1 0
claude-squad/ui/overlay/sessionSetup.go:427.19,429.36 1 0
claude-squad/ui/overlay/sessionSetup.go:429.36,431.4 1 0
claude-squad/ui/overlay/sessionSetup.go:431.9,431.45 1 0
claude-squad/ui/overlay/sessionSetup.go:431.45,432.31 1 0
claude-squad/ui/overlay/sessionSetup.go:432.31,434.5 1 0
claude-squad/ui/overlay/sessionSetup.go:434.10,436.32 2 0
claude-squad/ui/overlay/sessionSetup.go:436.32,438.6 1 0
claude-squad/ui/overlay/sessionSetup.go:440.9,442.33 2 0
claude-squad/ui/overlay/sessionSetup.go:442.33,444.5 1 0
claude-squad/ui/overlay/sessionSetup.go:449.2,449.14 1 0
claude-squad/ui/overlay/sessionSetup.go:453.56,454.27 1 0
claude-squad/ui/overlay/sessionSetup.go:454.27,471.58 6 0
claude-squad/ui/overlay/sessionSetup.go:471.58,476.18 3 0
claude-squad/ui/overlay/sessionSetup.go:476.18,478.5 1 0
claude-squad/ui/overlay/sessionSetup.go:481.4,481.25 1 0
claude-squad/ui/overlay/sessionSetup.go:481.25,484.5 2 0
claude-squad/ui/overlay/sessionSetup.go:487.4,487.26 1 0
claude-squad/ui/overlay/sessionSetup.go:487.26,490.5 2 0
claude-squad/ui/overlay/sessionSetup.go:492.4,494.16 3 0
claude-squad/ui/overlay/sessionSetup.go:497.3,497.37 1 0
claude-squad/ui/overlay/sessionSetup.go:497.37,499.4 1 0
claude-squad/ui/overlay/sessionSetup.go:501.3,502.25 2 0
claude-squad/ui/overlay/sessionSetup.go:507.54,508.25 1 0
claude-squad/ui/overlay/sessionSetup.go:508.25,513.17 3 0
claude-squad/ui/overlay/sessionSetup.go:513.17,516.4 2 0
claude-squad/ui/overlay/sessionSetup.go:519.3,524.36 2 0
claude-squad/ui/overlay/sessionSetup.go:524.36,527.4 1 0
claude-squad/ui/overlay/sessionSetup.go:527.9,530.18 2 0
claude-squad/ui/overlay/sessionSetup.go:530.18,531.30 1 0
claude-squad/ui/overlay/sessionSetup.go:531.30,534.20 2 0
claude-squad/ui/overlay/sessionSetup.go:534.20,539.7 1 0
claude-squad/ui/overlay/sessionSetup.go:544.3,547.56 2 0
claude-squad/ui/overlay/sessionSetup.go:547.56,551.26 2 0
claude-squad/ui/overlay/sessionSetup.go:551.26,553.56 2 0
claude-squad/ui/overlay/sessionSetup.go:553.56,556.6 2 0
claude-squad/ui/overlay/sessionSetup.go:559.4,560.16 2 0
claude-squad/ui/overlay/sessionSetup.go:563.3,563.35 1 0
claude-squad/ui/overlay/sessionSetup.go:563.35,565.4 1 0
claude-squad/ui/overlay/sessionSetup.go:567.3,568.23 2 0
claude-squad/ui/overlay/sessionSetup.go:573.55,575.79 2 0
claude-squad/ui/overlay/sessionSetup.go:575.79,577.16 1 0
claude-squad/ui/overlay/sessionSetup.go:577.16,579.4 1 0
claude-squad/ui/overlay/sessionSetup.go:582.3,582.63 1 0
claude-squad/ui/overlay/sessionSetup.go:582.63,584.4 1 0
claude-squad/ui/overlay/sessionSetup.go:587.3,587.19 1 0
claude-squad/ui/overlay/sessionSetup.go:587.19,593.75 3 0
claude-squad/ui/overlay/sessionSetup.go:593.75,595.5 1 0
claude-squad/ui/overlay/sessionSetup.go:598.3,598.13 1 0
claude-squad/ui/overlay/sessionSetup.go:601.2,601.18 1 0
claude-squad/ui/overlay/sessionSetup.go:605.54,606.31 1 0
claude-squad/ui/overlay/sessionSetup.go:606.31,621.62 5 0
claude-squad/ui/overlay/sessionSetup.go:621.62,626.18 3 0
claude-squad/ui/overlay/sessionSetup.go:626.18,628.5 1 0
claude-squad/ui/overlay/sessionSetup.go:633.4,633.25 1 0
claude-squad/ui/overlay/sessionSetup.go:633.25,636.5 1 0
claude-squad/ui/overlay/sessionSetup.go:636.10,638.5 1 0
claude-squad/ui/overlay/sessionSetup.go:640.4,641.16 2 0
claude-squad/ui/overlay/sessionSetup.go:644.3,644.41 1 0
claude-squad/ui/overlay/sessionSetup.go:644.41,646.4 1 0
claude-squad/ui/overlay/sessionSetup.go:648.3,649.29 2 0
claude-squad/ui/overlay/sessionSetup.go:654.52,655.29 1 0
claude-squad/ui/overlay/sessionSetup.go:655.29,660.17 3 0
claude-squad/ui/overlay/sessionSetup.go:660.17,663.4 1 0
claude-squad/ui/overlay/sessionSetup.go:667.3,675.60 3 0
claude-squad/ui/overlay/sessionSetup.go:675.60,682.4 3 0
claude-squad/ui/overlay/sessionSetup.go:684.3,684.39 1 0
claude-squad/ui/overlay/sessionSetup.go:684.39,686.4 1 0
claude-squad/ui/overlay/sessionSetup.go:688.3,689.27 2 0
claude-squad/ui/overlay/sessionSetup.go:694.59,695.16 1 0
claude-squad/ui/overlay/sessionSetup.go:695.16,697.3 1 0
claude-squad/ui/overlay/sessionSetup.go:700.2,700.37 1 0
claude-squad/ui/overlay/sessionSetup.go:700.37,701.19 1 0
claude-squad/ui/overlay/sessionSetup.go:702.19,704.25 1 0
claude-squad/ui/overlay/sessionSetup.go:704.25,706.5 1 0
claude-squad/ui/overlay/sessionSetup.go:707.4,707.14 1 0
claude-squad/ui/overlay/sessionSetup.go:709.21,711.54 1 0
claude-squad/ui/overlay/sessionSetup.go:711.54,714.5 2 0
claude-squad/ui/overlay/sessionSetup.go:714.10,714.37 1 0
claude-squad/ui/overlay/sessionSetup.go:714.37,717.5 2 0
claude-squad/ui/overlay/sessionSetup.go:717.10,717.62 1 0
claude-squad/ui/overlay/sessionSetup.go:717.62,720.5 2 0
claude-squad/ui/overlay/sessionSetup.go:720.10,720.36 1 0
claude-squad/ui/overlay/sessionSetup.go:720.36,723.5 2 0
claude-squad/ui/overlay/sessionSetup.go:725.19,727.28 1 0
claude-squad/ui/overlay/sessionSetup.go:727.28,729.34 1 0
claude-squad/ui/overlay/sessionSetup.go:729.34,731.6 1 0
claude-squad/ui/overlay/sessionSetup.go:731.11,733.6 1 0
claude-squad/ui/overlay/sessionSetup.go:734.5,734.15 1 0
claude-squad/ui/overlay/sessionSetup.go:735.10,735.37 1 0
claude-squad/ui/overlay/sessionSetup.go:735.37,737.29 1 0
claude-squad/ui/overlay/sessionSetup.go:738.20,739.36 1 0
claude-squad/ui/overlay/sessionSetup.go:740.22,741.35 1 0
claude-squad/ui/overlay/sessionSetup.go:742.21,743.34 1 0
claude-squad/ui/overlay/sessionSetup.go:745.5,745.15 1 0
claude-squad/ui/overlay/sessionSetup.go:746.10,746.35 1 0
claude-squad/ui/overlay/sessionSetup.go:746.35,748.32 1 0
claude-squad/ui/overlay/sessionSetup.go:748.32,750.6 1 0
claude-squad/ui/overlay/sessionSetup.go:750.11,752.6 1 0
claude-squad/ui/overlay/sessionSetup.go:753.5,753.15 1 0
claude-squad/ui/overlay/sessionSetup.go:756.18,758.28 1 0
claude-squad/ui/overlay/sessionSetup.go:758.28,762.5 2 0
claude-squad/ui/overlay/sessionSetup.go:762.10,762.37 1 0
claude-squad/ui/overlay/sessionSetup.go:762.37,764.29 1 0
claude-squad/ui/overlay/sessionSetup.go:765.20,766.35 1 0
claude-squad/ui/overlay/sessionSetup.go:767.22,768.34 1 0
claude-squad/ui/overlay/sessionSetup.go:769.21,770.36 1 0
claude-squad/ui/overlay/sessionSetup.go:772.5,772.15 1 0
claude-squad/ui/overlay/sessionSetup.go:773.10,773.35 1 0
claude-squad/ui/overlay/sessionSetup.go:773.35,777.5 2 0
claude-squad/ui/overlay/sessionSetup.go:779.20,781.28 1 0
claude-squad/ui/overlay/sessionSetup.go:781.28,785.5 2 0
claude-squad/ui/overlay/sessionSetup.go:785.10,785.37 1 0
claude-squad/ui/overlay/sessionSetup.go:785.37,787.29 1 0
claude-squad/ui/overlay/sessionSetup.go:788.20,789.36 1 0
claude-squad/ui/overlay/sessionSetup.go:790.22,791.35 1 0
claude-squad/ui/overlay/sessionSetup.go:792.21,793.34 1 0
claude-squad/ui/overlay/sessionSetup.go:795.5,795.15 1 0
claude-squad/ui/overlay/sessionSetup.go:796.10,796.35 1 0
claude-squad/ui/overlay/sessionSetup.go:796.35,800.5 2 0
claude-squad/ui/overlay/sessionSetup.go:805.2,806.16 2 0
claude-squad/ui/overlay/sessionSetup.go:807.18,808.38 1 0
claude-squad/ui/overlay/sessionSetup.go:808.38,810.55 1 0
claude-squad/ui/overlay/sessionSetup.go:810.55,812.5 1 0
claude-squad/ui/overlay/sessionSetup.go:812.10,812.68 1 0
claude-squad/ui/overlay/sessionSetup.go:812.68,814.5 1 0
claude-squad/ui/overlay/sessionSetup.go:817.20,818.64 1 0
claude-squad/ui/overlay/sessionSetup.go:818.64,820.4 1 0
claude-squad/ui/overlay/sessionSetup.go:822.22,823.28 1 0
claude-squad/ui/overlay/sessionSetup.go:823.28,825.4 1 0
claude-squad/ui/overlay/sessionSetup.go:827.21,828.26 1 0
claude-squad/ui/overlay/sessionSetup.go:828.26,830.4 1 0
claude-squad/ui/overlay/sessionSetup.go:832.20,833.32 1 0
claude-squad/ui/overlay/sessionSetup.go:833.32,835.4 1 0
claude-squad/ui/overlay/sessionSetup.go:837.18,838.62 1 0
claude-squad/ui/overlay/sessionSetup.go:838.62,840.4 1 0
claude-squad/ui/overlay/sessionSetup.go:843.2,843.12 1 0
claude-squad/ui/overlay/sessionSetup.go:847.45,848.16 1 0
claude-squad/ui/overlay/sessionSetup.go:848.16,850.3 1 0
claude-squad/ui/overlay/sessionSetup.go:852.2,869.16 8 0
claude-squad/ui/overlay/sessionSetup.go:870.18,871.39 1 0
claude-squad/ui/overlay/sessionSetup.go:873.20,874.41 1 0
claude-squad/ui/overlay/sessionSetup.go:876.20,879.99 3 0
claude-squad/ui/overlay/sessionSetup.go:881.22,882.28 1 0
claude-squad/ui/overlay/sessionSetup.go:882.28,884.4 1 0
claude-squad/ui/overlay/sessionSetup.go:884.9,886.4 1 0
claude-squad/ui/overlay/sessionSetup.go:888.21,889.26 1 0
claude-squad/ui/overlay/sessionSetup.go:889.26,891.4 1 0
claude-squad/ui/overlay/sessionSetup.go:891.9,893.4 1 0
claude-squad/ui/overlay/sessionSetup.go:895.20,896.32 1 0
claude-squad/ui/overlay/sessionSetup.go:896.32,898.4 1 0
claude-squad/ui/overlay/sessionSetup.go:898.9,900.4 1 0
claude-squad/ui/overlay/sessionSetup.go:902.18,909.30 4 0
claude-squad/ui/overlay/sessionSetup.go:909.30,911.4 1 0
claude-squad/ui/overlay/sessionSetup.go:911.9,913.4 1 0
claude-squad/ui/overlay/sessionSetup.go:916.3,921.35 4 0
claude-squad/ui/overlay/sessionSetup.go:921.35,922.31 1 0
claude-squad/ui/overlay/sessionSetup.go:922.31,924.5 1 0
claude-squad/ui/overlay/sessionSetup.go:924.10,926.5 1 0
claude-squad/ui/overlay/sessionSetup.go:927.9,929.4 1 0
claude-squad/ui/overlay/sessionSetup.go:931.19,932.40 1 0
claude-squad/ui/overlay/sessionSetup.go:936.2,936.19 1 0
claude-squad/ui/overlay/sessionSetup.go:936.19,939.3 2 0
claude-squad/ui/overlay/sessionSetup.go:942.2,945.20 3 0
claude-squad/ui/overlay/sessionSetup.go:949.55,954.34 4 0
claude-squad/ui/overlay/sessionSetup.go:954.34,955.24 1 0
claude-squad/ui/overlay/sessionSetup.go:955.24,957.4 1 0
claude-squad/ui/overlay/sessionSetup.go:957.9,957.32 1 0
claude-squad/ui/overlay/sessionSetup.go:957.32,959.4 1 0
claude-squad/ui/overlay/sessionSetup.go:959.9,961.4 1 0
claude-squad/ui/overlay/sessionSetup.go:964.2,967.54 2 0
claude-squad/ui/overlay/sessionSetup.go:971.57,984.31 6 0
claude-squad/ui/overlay/sessionSetup.go:984.31,986.3 1 0
claude-squad/ui/overlay/sessionSetup.go:987.2,994.34 6 0
claude-squad/ui/overlay/sessionSetup.go:994.34,996.3 1 0
claude-squad/ui/overlay/sessionSetup.go:997.2,1008.20 7 0
claude-squad/ui/overlay/sessionSetup.go:1012.59,1035.30 6 0
claude-squad/ui/overlay/sessionSetup.go:1035.30,1039.17 3 0
claude-squad/ui/overlay/sessionSetup.go:1039.17,1046.4 1 0
claude-squad/ui/overlay/sessionSetup.go:1046.9,1052.4 1 0
claude-squad/ui/overlay/sessionSetup.go:1054.3,1056.23 3 0
claude-squad/ui/overlay/sessionSetup.go:1060.2,1065.20 3 0
claude-squad/ui/overlay/sessionSetup.go:1069.58,1093.45 9 0
claude-squad/ui/overlay/sessionSetup.go:1093.45,1095.3 1 0
claude-squad/ui/overlay/sessionSetup.go:1096.2,1098.22 2 0
claude-squad/ui/overlay/sessionSetup.go:1098.22,1100.3 1 0
claude-squad/ui/overlay/sessionSetup.go:1103.2,1103.35 1 0
claude-squad/ui/overlay/sessionSetup.go:1103.35,1107.45 4 0
claude-squad/ui/overlay/sessionSetup.go:1107.45,1109.4 1 0
claude-squad/ui/overlay/sessionSetup.go:1110.3,1110.94 1 0
claude-squad/ui/overlay/sessionSetup.go:1111.8,1113.3 1 0
claude-squad/ui/overlay/sessionSetup.go:1115.2,1124.20 5 0
claude-squad/ui/overlay/textInput.go:22.79,42.2 9 0
claude-squad/ui/overlay/textInput.go:44.55,48.2 3 0
claude-squad/ui/overlay/textInput.go:51.43,53.2 1 0
claude-squad/ui/overlay/textInput.go:56.42,58.2 1 0
claude-squad/ui/overlay/textInput.go:62.64,63.18 1 0
claude-squad/ui/overlay/textInput.go:64.18,67.24 2 0
claude-squad/ui/overlay/textInput.go:67.24,69.4 1 0
claude-squad/ui/overlay/textInput.go:69.9,71.4 1 0
claude-squad/ui/overlay/textInput.go:72.3,72.15 1 0
claude-squad/ui/overlay/textInput.go:73.23,76.24 2 0
claude-squad/ui/overlay/textInput.go:76.24,78.4 1 0
claude-squad/ui/overlay/textInput.go:78.9,80.4 1 0
claude-squad/ui/overlay/textInput.go:81.3,81.15 1 0
claude-squad/ui/overlay/textInput.go:82.18,85.24 2 0
claude-squad/ui/overlay/textInput.go:85.24,87.4 1 0
claude-squad/ui/overlay/textInput.go:88.3,88.14 1 0
claude-squad/ui/overlay/textInput.go:89.20,90.52 1 0
claude-squad/ui/overlay/textInput.go:90.52,93.25 2 0
claude-squad/ui/overlay/textInput.go:93.25,95.5 1 0
claude-squad/ui/overlay/textInput.go:96.4,96.15 1 0
claude-squad/ui/overlay/textInput.go:98.3,98.14 1 0
claude-squad/ui/overlay/textInput.go:99.10,100.24 1 0
claude-squad/ui/overlay/textInput.go:100.24,102.4 1 0
claude-squad/ui/overlay/textInput.go:103.3,103.15 1 0
claude-squad/ui/overlay/textInput.go:108.46,110.2 1 0
claude-squad/ui/overlay/textInput.go:113.47,115.2 1 0
claude-squad/ui/overlay/textInput.go:118.46,120.2 1 0
claude-squad/ui/overlay/textInput.go:123.57,125.2 1 0
claude-squad/ui/overlay/textInput.go:128.72,129.22 1 0
claude-squad/ui/overlay/textInput.go:129.22,130.22 1 0
claude-squad/ui/overlay/textInput.go:130.22,132.4 1 0
claude-squad/ui/overlay/textInput.go:137.57,140.2 1 0
claude-squad/ui/overlay/textInput.go:143.44,172.23 10 0
claude-squad/ui/overlay/textInput.go:172.23,174.3 1 0
claude-squad/ui/overlay/textInput.go:174.8,176.3 1 0
claude-squad/ui/overlay/textInput.go:177.2,179.30 2 0
claude-squad/ui/overlay/textOverlay.go:21.50,26.2 1 0
claude-squad/ui/overlay/textOverlay.go:30.59,34.24 2 0
claude-squad/ui/overlay/textOverlay.go:34.24,36.3 1 0
claude-squad/ui/overlay/textOverlay.go:37.2,37.13 1 0
claude-squad/ui/overlay/textOverlay.go:41.63,51.2 2 0
claude-squad/ui/overlay/textOverlay.go:53.43,55.2 1 0
claude-squad/ui/overlay/worktreeSelector.go:41.46,43.2 1 0
claude-squad/ui/overlay/worktreeSelector.go:46.47,51.24 3 0
claude-squad/ui/overlay/worktreeSelector.go:51.24,53.3 1 0
claude-squad/ui/overlay/worktreeSelector.go:53.8,53.31 1 0
claude-squad/ui/overlay/worktreeSelector.go:53.31,55.3 1 0
claude-squad/ui/overlay/worktreeSelector.go:55.8,55.33 1 0
claude-squad/ui/overlay/worktreeSelector.go:55.33,57.3 1 0
claude-squad/ui/overlay/worktreeSelector.go:57.8,57.34 1 0
claude-squad/ui/overlay/worktreeSelector.go:57.34,59.3 1 0
claude-squad/ui/overlay/worktreeSelector.go:59.8,61.3 1 0
claude-squad/ui/overlay/worktreeSelector.go:63.2,64.15 2 0
claude-squad/ui/overlay/worktreeSelector.go:64.15,66.3 1 0
claude-squad/ui/overlay/worktreeSelector.go:68.2,68.87 1 0
claude-squad/ui/overlay/worktreeSelector.go:72.38,74.2 1 0
claude-squad/ui/overlay/worktreeSelector.go:84.40,90.2 1 0
claude-squad/ui/overlay/worktreeSelector.go:93.71,99.2 4 0
claude-squad/ui/overlay/worktreeSelector.go:102.60,107.2 3 0
claude-squad/ui/overlay/worktreeSelector.go:110.58,115.39 4 0
claude-squad/ui/overlay/worktreeSelector.go:115.39,117.3 1 0
claude-squad/ui/overlay/worktreeSelector.go:120.2,120.44 1 0
claude-squad/ui/overlay/worktreeSelector.go:120.44,122.3 1 0
claude-squad/ui/overlay/worktreeSelector.go:124.2,124.18 1 0
claude-squad/ui/overlay/worktreeSelector.go:128.78,133.39 4 0
claude-squad/ui/overlay/worktreeSelector.go:133.39,134.36 1 0
claude-squad/ui/overlay/worktreeSelector.go:134.36,136.4 1 0
claude-squad/ui/overlay/worktreeSelector.go:140.2,140.44 1 0
claude-squad/ui/overlay/worktreeSelector.go:140.44,142.3 1 0
claude-squad/ui/overlay/worktreeSelector.go:144.2,144.18 1 0
claude-squad/ui/overlay/worktreeSelector.go:148.65,154.16 4 0
claude-squad/ui/overlay/worktreeSelector.go:154.16,156.3 1 0
claude-squad/ui/overlay/worktreeSelector.go:159.2,165.37 4 0
claude-squad/ui/overlay/worktreeSelector.go:165.37,167.3 1 0
claude-squad/ui/overlay/worktreeSelector.go:169.2,171.12 2 0
claude-squad/ui/overlay/worktreeSelector.go:175.74,181.39 3 0
claude-squad/ui/overlay/worktreeSelector.go:181.39,182.18 1 0
claude-squad/ui/overlay/worktreeSelector.go:182.18,183.12 1 0
claude-squad/ui/overlay/worktreeSelector.go:186.3,191.30 3 0
claude-squad/ui/overlay/worktreeSelector.go:191.30,192.18 1 0
claude-squad/ui/overlay/worktreeSelector.go:192.18,193.13 1 0
claude-squad/ui/overlay/worktreeSelector.go:196.4,197.23 2 0
claude-squad/ui/overlay/worktreeSelector.go:197.23,198.13 1 0
claude-squad/ui/overlay/worktreeSelector.go:201.4,203.15 2 0
claude-squad/ui/overlay/worktreeSelector.go:204.20,205.17 1 0
claude-squad/ui/overlay/worktreeSelector.go:206.18,207.48 1 0
claude-squad/ui/overlay/worktreeSelector.go:207.48,209.6 1 0
claude-squad/ui/overlay/worktreeSelector.go:209.11,211.6 1 0
claude-squad/ui/overlay/worktreeSelector.go:212.16,213.19 1 0
claude-squad/ui/overlay/worktreeSelector.go:218.3,219.50 2 0
claude-squad/ui/overlay/worktreeSelector.go:219.50,221.4 1 0
claude-squad/ui/overlay/worktreeSelector.go:224.3,225.13 2 0
claude-squad/ui/overlay/worktreeSelector.go:225.13,227.18 2 0
claude-squad/ui/overlay/worktreeSelector.go:227.18,229.5 1 0
claude-squad/ui/overlay/worktreeSelector.go:233.3,233.17 1 0
claude-squad/ui/overlay/worktreeSelector.go:233.17,243.4 1 0
claude-squad/ui/overlay/worktreeSelector.go:246.2,246.18 1 0
claude-squad/ui/overlay/worktreeSelector.go:256.57,260.12 2 0
claude-squad/ui/overlay/worktreeSelector.go:260.12,261.58 1 0
claude-squad/ui/overlay/worktreeSelector.go:261.58,263.4 1 0
claude-squad/ui/overlay/worktreeSelector.go:266.2,269.3 1 0
claude-squad/ui/overlay/worktreeSelector.go:273.78,275.84 1 0
claude-squad/ui/overlay/worktreeSelector.go:275.84,276.62 1 0
claude-squad/ui/overlay/worktreeSelector.go:276.62,278.4 1 0
claude-squad/ui/overlay/worktreeSelector.go:282.2,286.37 3 0
claude-squad/ui/overlay/worktreeSelector.go:286.37,288.3 1 0
claude-squad/ui/overlay/worktreeSelector.go:290.2,290.19 1 0
claude-squad/ui/overlay/worktreeSelector.go:294.47,296.2 1 0
claude-squad/ui/overlay/worktreeSelector.go:299.78,301.2 1 0
claude-squad/ui/fuzzy/fuzzy.go:71.42,77.2 1 0
claude-squad/ui/fuzzy/fuzzy.go:80.66,89.2 1 0
claude-squad/ui/fuzzy/fuzzy.go:92.55,97.2 3 0
claude-squad/ui/fuzzy/fuzzy.go:100.50,105.2 3 0
claude-squad/ui/fuzzy/fuzzy.go:108.66,115.29 4 0
claude-squad/ui/fuzzy/fuzzy.go:115.29,117.3 1 0
claude-squad/ui/fuzzy/fuzzy.go:120.2,120.90 1 0
claude-squad/ui/fuzzy/fuzzy.go:120.90,122.22 2 0
claude-squad/ui/fuzzy/fuzzy.go:122.22,124.4 1 0
claude-squad/ui/fuzzy/fuzzy.go:129.61,134.2 3 0
claude-squad/ui/fuzzy/fuzzy.go:137.44,142.2 3 0
claude-squad/ui/fuzzy/fuzzy.go:145.54,150.2 3 0
claude-squad/ui/fuzzy/fuzzy.go:153.43,158.2 3 0
claude-squad/ui/fuzzy/fuzzy.go:161.43,166.2 3 0
claude-squad/ui/fuzzy/fuzzy.go:169.42,176.27 3 0
claude-squad/ui/fuzzy/fuzzy.go:176.27,181.13 3 0
claude-squad/ui/fuzzy/fuzzy.go:181.13,188.18 5 0
claude-squad/ui/fuzzy/fuzzy.go:188.18,192.5 3 0
claude-squad/ui/fuzzy/fuzzy.go:194.4,195.25 2 0
claude-squad/ui/fuzzy/fuzzy.go:197.3,197.9 1 0
claude-squad/ui/fuzzy/fuzzy.go:201.2,202.23 2 0
claude-squad/ui/fuzzy/fuzzy.go:206.52,207.17 1 0
claude-squad/ui/fuzzy/fuzzy.go:207.17,210.33 2 0
claude-squad/ui/fuzzy/fuzzy.go:210.33,216.4 1 0
claude-squad/ui/fuzzy/fuzzy.go:217.3,217.9 1 0
claude-squad/ui/fuzzy/fuzzy.go:221.2,222.32 2 0
claude-squad/ui/fuzzy/fuzzy.go:222.32,224.27 2 0
claude-squad/ui/fuzzy/fuzzy.go:224.27,230.4 1 0
claude-squad/ui/fuzzy/fuzzy.go:234.2,234.42 1 0
claude-squad/ui/fuzzy/fuzzy.go:234.42,236.3 1 0
